Series_reference,Period,Reference_period,Data_value,STATUS,UNITS,MAGNTUDE,Subject,Group,Series_title
LASQ.SARAAZ,2017.06,Quarterly,498853,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASQ.SARAAZ,2017.09,Quarterly,376994,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASQ.SARAAZ,2017.12,Quarterly,411007,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASQ.SARAAZ,2018.03,Quarterly,401096,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASQ.SARAAZ,2018.06,Quarterly,486283,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASQ.SARAAZ,2018.09,Quarterly,416138,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASQ.SARAAZ,2018.12,Quarterly,447166,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASQ.SARAAZ,2019.03,Quarterly,424437,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASQ.SARAAZ,2019.06,Quarterly,501594,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASQ.SARAAZ,2019.09,Quarterly,459348,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASQ.SARAAZ,2019.12,Quarterly,464073,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASQ.SARAAZ,2020.03,Quarterly,452490,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASQ.SARAAZ,2020.06,Quarterly,385658,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASQ.SARAAZ,2020.09,Quarterly,423796,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASQ.SARAAZ,2020.12,Quarterly,475978,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASQ.SARAAZ,2021.03,Quarterly,415939,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASQ.SARAAZ,2021.06,Quarterly,527937,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASQ.SARAAZ,2021.09,Quarterly,421615,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASQ.SARAAZ,2021.12,Quarterly,418524,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASQ.SARAAZ,2022.03,Quarterly,438996,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASQ.SARAAZ,2022.06,Quarterly,471340,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASQ.SARAAZ,2022.09,Quarterly,452977,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASQ.SARAAZ,2022.12,Quarterly,480291,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASQ.SARAAZ,2023.03,Quarterly,471992,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASQ.SARAAZ,2023.06,Quarterly,522593,Provisional,Dollars,3,Local Authority Statistics - LAS,Income - Actual,"Sales of goods and services, and all other income"
LASQ.SARABE,1992.09,Quarterly,391719,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,1992.12,Quarterly,395790,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,1993.03,Quarterly,399809,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,1993.06,Quarterly,412401,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,1993.09,Quarterly,414015,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,1993.12,Quarterly,419966,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,1994.03,Quarterly,412639,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,1994.06,Quarterly,416911,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,1994.09,Quarterly,431484,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,1994.12,Quarterly,432035,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,1995.03,Quarterly,424421,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,1995.06,Quarterly,432473,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,1995.09,Quarterly,436295,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,1995.12,Quarterly,438472,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,1996.03,Quarterly,435926,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,1996.06,Quarterly,459975,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,1996.09,Quarterly,449920,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,1996.12,Quarterly,470980,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,1997.03,Quarterly,472556,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,1997.06,Quarterly,488903,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,1997.09,Quarterly,473563,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,1997.12,Quarterly,473621,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,1998.03,Quarterly,478750,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,1998.06,Quarterly,495868,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,1998.09,Quarterly,488526,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,1998.12,Quarterly,497732,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,1999.03,Quarterly,497914,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,1999.06,Quarterly,508358,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,1999.09,Quarterly,515793,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,1999.12,Quarterly,527405,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2000.03,Quarterly,526189,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2000.06,Quarterly,533551,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2000.09,Quarterly,545452,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2000.12,Quarterly,555203,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2001.03,Quarterly,553325,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2001.06,Quarterly,545963,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2001.09,Quarterly,567498,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2001.12,Quarterly,565052,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2002.03,Quarterly,580318,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2002.06,Quarterly,592124,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2002.09,Quarterly,563872,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2002.12,Quarterly,618969,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2003.03,Quarterly,638706,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2003.06,Quarterly,623136,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2003.09,Quarterly,641583,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2003.12,Quarterly,657671,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2004.03,Quarterly,672212,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2004.06,Quarterly,653716,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2004.09,Quarterly,677470,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2004.12,Quarterly,690696,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2005.03,Quarterly,707389,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2005.06,Quarterly,709220,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2005.09,Quarterly,740940,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2005.12,Quarterly,753247,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2006.03,Quarterly,770909,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2006.06,Quarterly,759885,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2006.09,Quarterly,817749,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2006.12,Quarterly,831732,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2007.03,Quarterly,853952,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2007.06,Quarterly,816557,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2007.09,Quarterly,879991,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2007.12,Quarterly,891634,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2008.03,Quarterly,908127,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2008.06,Quarterly,905691,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2008.09,Quarterly,944795,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2008.12,Quarterly,967921,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2009.03,Quarterly,984454,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2009.06,Quarterly,1015235,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2009.09,Quarterly,1021357,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2009.12,Quarterly,1027352,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2010.03,Quarterly,1040616,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2010.06,Quarterly,1054520,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2010.09,Quarterly,1078812,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2010.12,Quarterly,1074472,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2011.03,Quarterly,1108703,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2011.06,Quarterly,1088456,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2011.09,Quarterly,1121222,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2011.12,Quarterly,1143117,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2012.03,Quarterly,1142978,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2012.06,Quarterly,1104373,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2012.09,Quarterly,1153417,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2012.12,Quarterly,1159028,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2013.03,Quarterly,1162497,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2013.06,Quarterly,1128346,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2013.09,Quarterly,1200252,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2013.12,Quarterly,1213156,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2014.03,Quarterly,1186867,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2014.06,Quarterly,1163822,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2014.09,Quarterly,1242578,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2014.12,Quarterly,1256769,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2015.03,Quarterly,1241161,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2015.06,Quarterly,1262905,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2015.09,Quarterly,1324720,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2015.12,Quarterly,1333048,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2016.03,Quarterly,1327968,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2016.06,Quarterly,1318573,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2016.09,Quarterly,1378006,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2016.12,Quarterly,1379617,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2017.03,Quarterly,1383865,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2017.06,Quarterly,1390242,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2017.09,Quarterly,1443996,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2017.12,Quarterly,1456719,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2018.03,Quarterly,1455242,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2018.06,Quarterly,1459370,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2018.09,Quarterly,1536712,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2018.12,Quarterly,1546223,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2019.03,Quarterly,1543675,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2019.06,Quarterly,1550050,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2019.09,Quarterly,1612340,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2019.12,Quarterly,1627173,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2020.03,Quarterly,1610798,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2020.06,Quarterly,1617701,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2020.09,Quarterly,1678186,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2020.12,Quarterly,1687189,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2021.03,Quarterly,1683297,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2021.06,Quarterly,1691994,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2021.09,Quarterly,1828110,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2021.12,Quarterly,1851117,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2022.03,Quarterly,1836485,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2022.06,Quarterly,1848894,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2022.09,Quarterly,1983406,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2022.12,Quarterly,1994340,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2023.03,Quarterly,1993076,Revised,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABE,2023.06,Quarterly,2002905,Provisional,Dollars,3,Local Authority Statistics - LAS,Income - Actual,All rates
LASQ.SARABF,1992.09,Quarterly,37532,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,1992.12,Quarterly,30490,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,1993.03,Quarterly,29310,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,1993.06,Quarterly,35158,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,1993.09,Quarterly,41908,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,1993.12,Quarterly,34059,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,1994.03,Quarterly,32779,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,1994.06,Quarterly,39395,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,1994.09,Quarterly,48558,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,1994.12,Quarterly,39492,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,1995.03,Quarterly,37971,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,1995.06,Quarterly,45516,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,1995.09,Quarterly,52130,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,1995.12,Quarterly,42293,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,1996.03,Quarterly,40633,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,1996.06,Quarterly,48752,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,1996.09,Quarterly,50956,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,1996.12,Quarterly,41418,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,1997.03,Quarterly,39834,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,1997.06,Quarterly,47803,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,1997.09,Quarterly,52428,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,1997.12,Quarterly,42593,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,1998.03,Quarterly,40952,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,1998.06,Quarterly,49140,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,1998.09,Quarterly,51953,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,1998.12,Quarterly,42214,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,1999.03,Quarterly,40594,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,1999.06,Quarterly,48719,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,1999.09,Quarterly,57038,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,1999.12,Quarterly,46338,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,2000.03,Quarterly,44540,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,2000.06,Quarterly,53417,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,2000.09,Quarterly,62307,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,2000.12,Quarterly,50643,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,2001.03,Quarterly,48762,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,2001.06,Quarterly,58652,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,2001.09,Quarterly,64632,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,2001.12,Quarterly,52441,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,2002.03,Quarterly,50154,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,2002.06,Quarterly,59630,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,2002.09,Quarterly,71638,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,2002.12,Quarterly,51588,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,2003.03,Quarterly,56545,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,2003.06,Quarterly,61757,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,2003.09,Quarterly,77011,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,2003.12,Quarterly,66464,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,2004.03,Quarterly,60484,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,2004.06,Quarterly,70692,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,2004.09,Quarterly,86754,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,2004.12,Quarterly,71440,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,2005.03,Quarterly,65707,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,2005.06,Quarterly,84959,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,2005.09,Quarterly,94798,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,2005.12,Quarterly,75423,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,2006.03,Quarterly,66994,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,2006.06,Quarterly,82920,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,2006.09,Quarterly,106932,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,2006.12,Quarterly,88325,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,2007.03,Quarterly,89303,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,2007.06,Quarterly,87907,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,2007.09,Quarterly,114161,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,2007.12,Quarterly,100950,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,2008.03,Quarterly,96677,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,2008.06,Quarterly,99709,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,2008.09,Quarterly,126339,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
LASQ.SARABF,2008.12,Quarterly,104906,Final,Dollars,3,Local Authority Statistics - LAS,Income - Actual,Regulatory income (includes petrol tax)
