Anzsic,Anzsic_descriptor,Gas,Period,Data_value,Variable,Units,Magnitude
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2010.03,9793,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2010.06,9902,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2010.09,9893,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2010.12,9826,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2011.03,9955,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2011.06,10030,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2011.09,10056,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2011.12,10049,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2012.03,10169,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2012.06,10230,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2012.09,10255,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2012.12,10294,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2013.03,10235,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2013.06,10246,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2013.09,10336,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2013.12,10363,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2014.03,10446,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2014.06,10386,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2014.09,10365,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2014.12,10390,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2015.03,10238,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2015.06,10251,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2015.09,10242,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2015.12,10241,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2016.03,10123,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2016.06,10117,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2016.09,10117,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2016.12,10137,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2017.03,10082,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2017.06,10100,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2017.09,10235,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2017.12,10254,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2018.03,10154,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2018.06,10193,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2018.09,10366,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2018.12,10315,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2019.03,10502,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2019.06,10430,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2019.09,10089,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2019.12,10207,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2020.03,10428,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2020.06,10308,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2020.09,10146,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2020.12,10231,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2021.03,10101,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2021.06,10147,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2021.09,10189,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2021.12,10054,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2022.03,9938,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2022.06,9916,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2022.09,9979,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2022.12,9854,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2023.03,9794,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
AAZ,"Agriculture, forestry, fishing",Carbon dioxide equivalents,2023.06,9778,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2010.03,548,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2010.06,560,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2010.09,590,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2010.12,595,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2011.03,558,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2011.06,551,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2011.09,560,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2011.12,521,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2012.03,471,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2012.06,455,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2012.09,424,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2012.12,380,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2013.03,371,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2013.06,386,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2013.09,323,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2013.12,349,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2014.03,378,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2014.06,366,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2014.09,385,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2014.12,344,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2015.03,345,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2015.06,407,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2015.09,433,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2015.12,405,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2016.03,386,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2016.06,343,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2016.09,374,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2016.12,326,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2017.03,318,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2017.06,328,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2017.09,338,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2017.12,354,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2018.03,336,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2018.06,319,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2018.09,318,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2018.12,298,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2019.03,311,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2019.06,324,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2019.09,331,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2019.12,323,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2020.03,303,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2020.06,249,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2020.09,268,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2020.12,266,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2021.03,271,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2021.06,267,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2021.09,258,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2021.12,265,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2022.03,294,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2022.06,315,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2022.09,305,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2022.12,313,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2023.03,287,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
BB1,Mining,Carbon dioxide equivalents,2023.06,298,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2010.03,2501,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2010.06,2668,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2010.09,2518,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2010.12,2407,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2011.03,2518,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2011.06,2410,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2011.09,2386,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2011.12,2492,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2012.03,2447,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2012.06,2518,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2012.09,2605,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2012.12,2608,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2013.03,2513,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2013.06,2895,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2013.09,2755,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2013.12,2700,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2014.03,2758,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2014.06,2886,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2014.09,3032,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2014.12,3128,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2015.03,3053,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2015.06,2973,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2015.09,2915,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2015.12,2873,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2016.03,2916,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2016.06,2878,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2016.09,2953,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2016.12,2625,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2017.03,2929,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2017.06,2846,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2017.09,2715,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2017.12,2838,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2018.03,2668,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2018.06,2785,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2018.09,2952,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2018.12,2803,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2019.03,2934,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2019.06,2864,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2019.09,2834,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2019.12,2860,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2020.03,2594,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2020.06,2516,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2020.09,2589,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2020.12,2635,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2021.03,2600,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2021.06,2612,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2021.09,2390,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2021.12,2541,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2022.03,2562,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2022.06,2368,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2022.09,2187,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2022.12,2041,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2023.03,2166,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
CCZ,Manufacturing,Carbon dioxide equivalents,2023.06,2311,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2010.03,2418,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2010.06,2453,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2010.09,2454,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2010.12,2331,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2011.03,2057,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2011.06,2072,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2011.09,2685,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2011.12,2285,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2012.03,2447,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2012.06,3251,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2012.09,2663,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2012.12,2088,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2013.03,2354,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2013.06,2799,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2013.09,2308,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2013.12,1707,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2014.03,1982,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2014.06,2119,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2014.09,2027,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2014.12,2112,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2015.03,2278,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2015.06,1891,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2015.09,1977,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2015.12,1940,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2016.03,1901,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2016.06,1849,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2016.09,1685,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2016.12,1519,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2017.03,1538,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2017.06,2003,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2017.09,2066,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2017.12,1958,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2018.03,1896,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2018.06,1751,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2018.09,1806,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2018.12,2038,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2019.03,2149,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2019.06,1918,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2019.09,2153,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2019.12,1849,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2020.03,2063,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2020.06,1993,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2020.09,2539,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2020.12,1922,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2021.03,2364,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2021.06,2696,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
DD1,"Electricity, gas, water, and waste services",Carbon dioxide equivalents,2021.09,1920,Seasonally adjusted,Kilotonnes,Carbon dioxide equivalents
